16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
73452506	807095
3129968261	3129968261
2147604445	621533
11265142	11265142
11265142	11265142
11265142	11265142
11265142	11265142
11265142	11265142
11265142	11265142
11265142	11265142
888042960549552129	209584092
16050065	16050065
2748061373	1066744429854236672
872158753008877569	722242009
16050065	16050065
35157660	35157660
16050065	16050065
16050065	16050065
480196886	480196886
703314862198431744	703314862198431744
16050065	16050065
74382140	74382140
39736714	39736714
16050065	16050065
2813049204	2813049204
831279407088148480	831279407088148480
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
2412223020	8197942
3657013654	767788995962998784
182663887	1246440482760085504
250691621	21722318
2552935555	2552935555
2552935555	2552935555
2552935555	2552935555
2552935555	2552935555
2552935555	2552935555
2552935555	2552935555
2552935555	2552935555
1317220261050056704	380268462
19030484	1006419421244678144
909519301299892225	909519301299892225
354431372	19533512
20304668	935810185859338240
4541535439	4541535439
2813049204	2813049204
246612992	246612992
2552935555	2552935555
2974994770	2974994770
16050065	16050065
16050065	16050065
16050065	16050065
4510762632	4510762632
22317663	22317663
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
16050065	16050065
819019776844513280	21884579
953924228306305024	953924228306305024
16050065	16050065
1505993402	1369319255083257861
16050065	16050065
16050065	16050065
16050065	16050065
1300009654169280517	1300009654169280517
1239895217693691905	1368633664423268358
18831926	18831926
1300009654169280517	1300009654169280517
1008340728114601984	1008340728114601984
760506928011186176	760506928011186176
3002029764	27493883
3398432139	1539378523
237045706	237045706
2272185878	69080476
18831926	18831926
18831926	18831926
18831926	18831926
18831926	18831926
18831926	18831926
1388928926869753857	1652541
18831926	18831926
2552935555	2552935555
990915242526957569	990915242526957569
149106359	1098294927774048256
29447428	94350709
1193613424783249409	1193613424783249409
631142747	631142747
728273994	728273994
728273994	29447428
1132791264242307073	612441328
22317663	22317663
18831926	18831926
18831926	18831926
1387010761994682371	76721925
1385500920570683394	1385500920570683394
1304036484920606720	810603440984494080
866958995784970241	1428722963898159111
3018860447	259506084
20944311	259506084
1427453911070347267	1427453911070347267
1387314750883831810	29447428
1304036484920606720	1304036484920606720
211880211	80784806
45970216	45970216
1236816024281976833	1236816024281976833
102162577	798953701972938752
151669116	151669116
18831926	18831926
861738869045297153	54656439
1214297100214620160	3277891994
993301872751529984	993301872751529984
1010593116	1010593116
3143750061	1367361786039648257
1471315918462459908	129063594
31565500	1031462358000889856
881248503514714112	15745368
833437832660201472	833437832660201472
2798807857	45010849
1433489836162396166	29447428
1662047773	159438315
1247295628780208132	29447428
194617157	1095523459877068800
18831926	18831926
390770221	1244310077349269504
1317137924241149952	1317137924241149952
26775504	942156122
1363236861402112002	1363236861402112002
880008290	3602064317
1100838158906859523	1100838158906859523
1552409378	8197942
1055307732226531328	1055307732226531328
1277735065737326592	2880610310
994415530651009024	237141734
1217939176701616128	949892499878719488
1401861298233647106	52211840
1169989273468190728	1220843046125940736
164178673	1108565574
179732982	179732982
18831926	18831926
18831926	18831926
42836999	42836999
1597060776	233343317
403796945	1238370241169616897
626470812	626470812
1229752606714728454	1229752606714728454
234694571	234694571
336656405	126628908
1132460072775249926	93568965
1233052695637975040	1233052695637975040
21489341	760219193195302912
18831926	18831926
1161156626671423488	1161156626671423488
1161156626671423488	1161156626671423488
1296279134079823872	1296279134079823872
1296279134079823872	1296279134079823872
17717593	17717593
56768709	56768709
893479800	1096205507348623360
1219745366960230400	1471315362088169480
1686874152	18753424
238856888	68128023
167087983	167087983
1077703279218282497	799911790398373888
1034675221452578816	1034675221452578816
79688044	799911790398373888
1189870353172123648	1420492295284080642
1573800344	3453306553
2807876921	2807876921
234694571	234694571
29447428	19241864
1161156626671423488	1161156626671423488
989220696596369408	989220696596369408
1387010761994682371	1094095877302611969
21489341	21489341
98429846	43425975
119363458	155483848
218491913	154435010
380648579	380648579
301352485	139109800
301352485	6315402
301352485	6315402
1434806401	209851082
98429846	98429846
301352485	139109800
1413806300	1413806300
50189290	977204844
1254077828481630208	153517357
18831926	18831926
18831926	18831926
216507928	88387950
1252988129708929024	1252988129708929024
1252988129708929024	1252988129708929024
1252988129708929024	1252988129708929024
1252988129708929024	1252988129708929024
216507928	1253930331901583360
46074537	1253930331901583360
1239004332206546949	70435999
530881699	530881699
1573800344	3453306553
93618872	93618872
825765275853344773	1087380412089987077
437109855	437109855
1394086635994681345	1266474230
1081307250	343679171
775036051773587458	2836421
804582780298412032	1330585435
1183485474880360448	217418435
1055307732226531328	1055307732226531328
1370681318007209988	88387950
68950503	68950503
1573800344	3453306553
4196505444	225779417
14817102	2876774827
1161156626671423488	1161156626671423488
871676753919578112	1015196564690743296
1451164772934696968	167281867
110893874	1720530361
24881664	197501338
24881664	12848262
67568430	259395895
966724209773858826	1009892540114403328
1010320666648645632	1424033022
721190828	721190828
721190828	721190828
415898636	961299362
4880781801	856010760
749005051180355584	738786290313920513
1001228776032763905	449422338
804582780298412032	402285996
1437276203312984070	39416218
1437276203312984070	1437276203312984070
1250496182213885955	1250496182213885955
56768709	56768709
2318108012	2318108012
56768709	56768709
16931273	16931273
1120819174476062722	89297892
953924228306305024	953924228306305024
953924228306305024	953924228306305024
269581619	269581619
1430089367247155206	1430089367247155206
1113956399833333761	926164634570067968
17892208	17892208
856875542770925568	856875542770925568
1283952596877807618	18580938
1969346438	829032434222166017
59019518	1404291198
3029686011	1404291198
779091626727763968	3380282686
